description,predicted_category,industry,country,expected_pricing,marketing_budget,team_size,founder_experience,competition_level,expected_investment,success_score,success_label,revenue_y1,revenue_y2,revenue_y3,funding_readiness
A cloud-based saas platform for hosting and managing esports tournaments online. utilizing modern tech.,Gaming,7,4,462.0,64195.0,15,13,2,229211.0,66.5747440379533,1,377595.4942997507,559329.1745428257,921824.5025024342,High
A innovative saas platform for hosting and managing esports tournaments online. utilizing modern tech.,Gaming,7,0,30.0,35133.0,17,13,2,326882.0,74.09136625442511,1,406583.64107659744,621263.1025856736,999874.3291739892,High
A innovative vr multiplayer physics sandbox game set in outer space. utilizing modern tech.,Gaming,7,3,357.0,21754.0,14,10,1,187590.0,95.12079021700008,1,265914.71001721785,394948.4754250263,651613.3243633801,High
A innovative peer-to-peer crypto invoice discounting and credit scoring application. utilizing modern tech.,FinTech,2,1,246.0,21452.0,2,15,1,300055.0,55.76401940711541,1,196631.12454167334,324869.3480468451,543208.4394414834,High
A scalable automated personal budgeting app that tracks expenses and recommends investment portfolios. utilizing modern tech.,FinTech,2,1,85.0,34145.0,18,7,0,198303.0,71.83955311781205,1,386476.76600033406,538782.4047154248,798750.9082253708,High
A innovative custom print-on-demand platform for independent artists and creators. utilizing modern tech.,E-commerce,4,4,257.0,65734.0,19,7,0,174440.0,88.89042074674734,1,451649.12501361023,650158.5148458887,996408.735595403,High
A scalable gamified flight ticket search engine tracking lowest airline prices. utilizing modern tech.,Travel,6,3,178.0,30423.0,19,0,1,183345.0,33.38983679462315,0,333665.9019465302,354468.46020151186,389915.3062216631,Low
A fully-automated generative ai tool for automated copywriting and content creation for social media. utilizing modern tech.,AI,3,4,274.0,119656.0,13,11,0,391538.0,88.73515414072311,1,612329.1312597357,884943.1272296112,1561661.8484324373,High
A next-generation ai-driven automated feed system for livestock and poultry farms. utilizing modern tech.,Agriculture,5,0,474.0,36378.0,11,9,1,437738.0,79.49613579759288,1,302539.8268807413,384237.794957395,587571.9226085707,High
A next-generation smart water purification system for residential properties. utilizing modern tech.,Other,8,3,115.0,28667.0,7,2,0,426328.0,57.62919603479405,1,187114.64976699132,225224.96081547096,283094.7997172446,High
A next-generation digital health records management system for hospitals and local clinics. utilizing modern tech.,HealthTech,1,0,341.0,127258.0,18,1,0,36825.0,84.02828712300325,1,547852.8046190599,643772.2339815435,760312.9210577958,Medium
A scalable saas booking management platform for local boutique hotels and tour guides. utilizing modern tech.,Travel,6,4,185.0,1367.0,18,15,1,371824.0,67.14361975784009,1,355313.45126456866,539079.2681730879,931097.9998994719,High
A fully-automated computer vision safety monitoring for industrial construction sites. utilizing modern tech.,AI,3,4,286.0,13181.0,12,0,2,393522.0,25.051504434869123,0,444088.18489146634,466654.5894563309,555740.4910817256,Low
A fully-automated drone spectral analysis for early crop disease and weed identification. utilizing modern tech.,Agriculture,5,1,10.0,130998.0,15,10,0,11074.0,100.0,1,332571.7949667817,458470.6342330327,720997.1656569829,High
A next-generation community coworking space with integrated child daycare and support. utilizing modern tech.,Other,8,1,236.0,113768.0,4,8,1,208293.0,51.218749173599505,1,207199.27147618536,279309.5329944335,425316.291339445,Medium
A user-friendly vr multiplayer physics sandbox game set in outer space. utilizing modern tech.,Gaming,7,4,317.0,115083.0,2,0,1,115447.0,56.912433615708096,1,204567.48534645207,236369.97655898833,270297.32144711935,Low
A cloud-based digital health records management system for hospitals and local clinics. utilizing modern tech.,HealthTech,1,1,286.0,94618.0,9,8,1,311969.0,63.17230961599296,1,497508.6189254098,609776.2327508129,858883.1768438859,High
A fully-automated custom print-on-demand platform for independent artists and creators. utilizing modern tech.,E-commerce,4,4,179.0,148926.0,12,11,1,97299.0,89.6187714900917,1,444386.0500889363,616268.8249562297,925299.6640150596,High
A fully-automated autonomous drone navigation software for warehouse inventory management. utilizing modern tech.,AI,3,2,18.0,139935.0,13,2,2,261249.0,40.940272187704466,0,482716.64171013434,573542.7406287729,716585.6996050843,Low
A cloud-based fractional real estate investing application using smart contracts. utilizing modern tech.,FinTech,2,4,50.0,72193.0,6,1,1,8517.0,50.08548376882431,1,242903.5769737818,271037.2823362388,322479.71013212093,Low
A user-friendly autonomous drone navigation software for warehouse inventory management. utilizing modern tech.,AI,3,0,5.0,100223.0,17,5,1,136120.0,67.49471913339725,1,547090.8089745153,665831.3308369883,886587.0788314465,Medium
A next-generation indie retro adventure game featuring physics-based puzzles and open worlds. utilizing modern tech.,Gaming,7,3,337.0,28373.0,5,13,0,328342.0,62.15484851048802,1,248555.63347460408,378980.4610575565,686778.9641845103,High
A scalable vr multiplayer physics sandbox game set in outer space. utilizing modern tech.,Gaming,7,4,151.0,107211.0,2,11,1,368996.0,59.17839268292485,1,327350.7427380245,460332.37468488567,722067.249366218,High
A innovative community coworking space with integrated child daycare and support. utilizing modern tech.,Other,8,5,371.0,137858.0,13,2,2,313434.0,51.12648297049785,1,328781.0722195857,377002.67729908956,462408.8097512724,Medium
A fully-automated mobile marketplace for buying and selling verified pre-owned luxury goods. utilizing modern tech.,E-commerce,4,4,380.0,72202.0,17,11,1,229347.0,87.4194562602426,1,461613.64688332943,657618.1047773288,1076623.6478887321,High
A fully-automated saas booking management platform for local boutique hotels and tour guides. utilizing modern tech.,Travel,6,4,155.0,119112.0,13,6,2,245727.0,49.34467963247826,0,374780.31166309246,455062.17386824003,642904.7591005639,Medium
A cloud-based peer-to-peer campervan and rv rental marketplace for road trips. utilizing modern tech.,Travel,6,2,62.0,91788.0,16,9,0,70326.0,100.0,1,357594.4711044071,506148.51631463825,708022.806312824,High
A fully-automated natural language processing api for summarizing legal documents and contracts. utilizing modern tech.,AI,3,0,5.0,144622.0,20,10,0,174137.0,95.95306847326836,1,729444.9417481233,1042472.5503741141,1607599.7476712172,High
A user-friendly vertical farming startup growing pesticide-free leafy greens in urban centers. utilizing modern tech.,Agriculture,5,3,254.0,32873.0,15,12,2,274521.0,59.11189449788131,1,307590.626981771,446211.2136492568,702228.2107236033,High
A fully-automated vertical farming startup growing pesticide-free leafy greens in urban centers. utilizing modern tech.,Agriculture,5,3,218.0,31785.0,11,15,2,141045.0,64.13186298341637,1,203646.9900744246,299434.1489483691,512640.6646979418,High
A cloud-based fractional real estate investing application using smart contracts. utilizing modern tech.,FinTech,2,3,88.0,65626.0,1,15,1,119375.0,70.20551492569639,1,188433.81638383813,287261.84121450305,525111.8114104703,High
A innovative computer vision safety monitoring for industrial construction sites. utilizing modern tech.,AI,3,0,389.0,74027.0,19,11,1,299196.0,80.02688355133883,1,609844.9867820936,844854.2835634256,1348524.9053509007,High
A scalable mobile strategy game combining base building and real-time defense. utilizing modern tech.,Gaming,7,4,493.0,68761.0,2,6,0,108167.0,58.20167610075704,1,154725.04961204654,211460.70294490957,315777.44069914485,Medium
A cloud-based ai itinerary planner generating custom travel guides based on user interests. utilizing modern tech.,Travel,6,4,344.0,125682.0,5,8,0,474114.0,64.82530652312616,1,370539.6297582352,529855.8345110272,771233.0534854404,High
A next-generation automated personal budgeting app that tracks expenses and recommends investment portfolios. utilizing modern tech.,FinTech,2,3,198.0,116383.0,6,2,1,260221.0,51.58877435652932,1,490184.51839616476,553865.3562739104,700131.720644558,Medium
A scalable interactive school platform for students to practice mathematics and physics online. utilizing modern tech.,EdTech,0,2,55.0,11306.0,11,4,0,456606.0,61.03498460432341,1,319457.4401595419,391847.03091749543,493310.0414170101,High
A scalable ai itinerary planner generating custom travel guides based on user interests. utilizing modern tech.,Travel,6,2,51.0,47986.0,19,8,2,426667.0,61.11019723225708,1,480841.92152554315,650587.5997477248,964777.8712191326,High
A fully-automated luggage shipping and storage network for frequent business travelers. utilizing modern tech.,Travel,6,1,475.0,31680.0,10,1,2,67469.0,29.918527587086942,0,205287.2351696916,215551.59692817618,251023.3882510115,Low
A cloud-based custom print-on-demand platform for independent artists and creators. utilizing modern tech.,E-commerce,4,2,301.0,113933.0,4,7,0,76067.0,78.69645358311035,1,269983.76131566905,365745.13610212534,505879.97767619794,Medium
A innovative mobile app containing courses and lectures on language learning with active ai tutoring. utilizing modern tech.,EdTech,0,1,323.0,45219.0,10,2,1,367617.0,49.84463685067822,0,361914.43257740303,429406.23138100695,529523.7807188405,Medium
A scalable indie retro adventure game featuring physics-based puzzles and open worlds. utilizing modern tech.,Gaming,7,5,189.0,79831.0,9,4,1,33629.0,65.83390829870864,1,220157.46178625748,263727.43156758626,340883.7713367186,Low
A cloud-based drone spectral analysis for early crop disease and weed identification. utilizing modern tech.,Agriculture,5,1,272.0,76668.0,15,12,2,343625.0,62.002980188780434,1,357077.7109118456,515006.67360247497,793954.7763903813,High
A fully-automated marketplace connecting smallholder farmers directly to wholesale crop buyers. utilizing modern tech.,Agriculture,5,0,288.0,109103.0,7,10,1,290323.0,73.46122943292883,1,305055.32239020773,421546.76208501944,645757.4287465529,High
A fully-automated vr multiplayer physics sandbox game set in outer space. utilizing modern tech.,Gaming,7,4,425.0,115482.0,2,4,0,253485.0,63.36440601021711,1,283563.72497136804,358112.4173202964,506990.2637049994,Medium
A next-generation marketplace connecting smallholder farmers directly to wholesale crop buyers. utilizing modern tech.,Agriculture,5,2,340.0,12095.0,18,13,2,486310.0,58.842439685252344,1,375037.1594264984,531318.330725453,876487.1230400044,High
A scalable decentralized micro-lending platform for small business owners in developing nations. utilizing modern tech.,FinTech,2,1,387.0,112888.0,3,2,1,478325.0,31.22022536887569,0,402312.74045820534,439542.64383227576,535823.6050909301,Medium
A next-generation vertical farming startup growing pesticide-free leafy greens in urban centers. utilizing modern tech.,Agriculture,5,4,226.0,54253.0,4,6,2,440285.0,45.26638906419984,0,268690.2802528314,322253.0594845348,435719.56115443486,High
A fully-automated indie retro adventure game featuring physics-based puzzles and open worlds. utilizing modern tech.,Gaming,7,1,256.0,94147.0,13,14,2,137105.0,71.4532744550055,1,360879.6392565917,518872.26130676374,811703.9560047027,High
A innovative gamified flight ticket search engine tracking lowest airline prices. utilizing modern tech.,Travel,6,4,73.0,21949.0,9,2,1,188995.0,44.6932240066414,0,185186.49181752835,217342.38245126803,266851.17834275035,Low
A innovative clean energy home battery systems storing excess solar power grid energy. utilizing modern tech.,Other,8,5,263.0,16573.0,14,3,0,497836.0,61.04094454301346,1,256000.9065888961,306000.0286649251,377595.10702775704,High
A cloud-based saas platform for hosting and managing esports tournaments online. utilizing modern tech.,Gaming,7,1,406.0,10058.0,15,9,0,56747.0,88.20694139570617,1,241329.90882104874,336998.12363720086,519205.6018157496,High
A scalable marketplace connecting smallholder farmers directly to wholesale crop buyers. utilizing modern tech.,Agriculture,5,1,27.0,80693.0,9,0,0,130749.0,67.9551283741246,1,191833.9700542169,230291.45151047184,263765.17191960197,Medium
A user-friendly ai-driven automated feed system for livestock and poultry farms. utilizing modern tech.,Agriculture,5,0,124.0,119943.0,6,6,2,248342.0,55.32550572689381,1,272369.2744993531,365171.79589719255,456411.761324639,Medium
A next-generation decentralized micro-lending platform for small business owners in developing nations. utilizing modern tech.,FinTech,2,2,417.0,149206.0,10,11,1,312564.0,70.81947293527402,1,565513.6737304406,808608.9686593534,1351947.701897868,High
A fully-automated automated personal budgeting app that tracks expenses and recommends investment portfolios. utilizing modern tech.,FinTech,2,5,362.0,7483.0,11,13,1,57103.0,79.05547394395774,1,220311.5000205688,314771.98623406637,497880.3859948862,High
A innovative vr multiplayer physics sandbox game set in outer space. utilizing modern tech.,Gaming,7,1,358.0,16319.0,14,3,2,49161.0,57.08421607336278,1,203851.93605030447,225025.45756892874,288219.27247649006,Low
A fully-automated digital health records management system for hospitals and local clinics. utilizing modern tech.,HealthTech,1,5,191.0,98996.0,17,15,2,402857.0,65.16539936438382,1,627567.8349967854,941900.039219399,1640885.6921602513,High
A scalable local services app matching certified electricians and handymen. utilizing modern tech.,Other,8,4,296.0,126765.0,14,2,1,390853.0,42.817164661283414,0,360966.7356849463,423878.85865284834,543872.0573861416,Medium
A fully-automated mental health counseling chatbot providing cbt exercises and mood tracking. utilizing modern tech.,HealthTech,1,1,246.0,71690.0,17,4,1,82651.0,70.82602070330191,1,442005.7026667566,544996.6377076845,747765.9346754596,Medium
A fully-automated autonomous drone navigation software for warehouse inventory management. utilizing modern tech.,AI,3,5,247.0,77617.0,12,9,0,180524.0,82.28952372993312,1,442767.0760524382,627461.7526909659,1008056.0341776026,High
A user-friendly luggage shipping and storage network for frequent business travelers. utilizing modern tech.,Travel,6,5,467.0,27590.0,15,0,0,145103.0,60.421129898975664,1,259968.83722029874,298109.66167349136,359036.31140623736,Low
A user-friendly ai-driven automated feed system for livestock and poultry farms. utilizing modern tech.,Agriculture,5,0,474.0,48273.0,8,14,1,403513.0,79.70226416622886,1,305394.8764121571,461297.1067628526,788143.8575047887,High
A scalable mobile app containing courses and lectures on language learning with active ai tutoring. utilizing modern tech.,EdTech,0,3,68.0,134082.0,8,11,2,14181.0,72.6806505366332,1,286479.97183965705,396153.6986705724,605453.1257147479,Medium
A innovative marketplace connecting smallholder farmers directly to wholesale crop buyers. utilizing modern tech.,Agriculture,5,2,297.0,49224.0,3,6,0,45433.0,72.33594980876043,1,116429.46611820924,147391.95614739368,207568.7980366537,Medium
A next-generation computer vision safety monitoring for industrial construction sites. utilizing modern tech.,AI,3,5,396.0,6724.0,2,3,2,419327.0,25.286668033389326,0,286526.38025000406,314384.1858178567,383614.3306741913,Medium
A fully-automated blockchain-based secure payment gateway for high-volume cross-border transactions. utilizing modern tech.,FinTech,2,5,416.0,50479.0,6,6,2,169033.0,68.64763882815053,1,226113.02359462733,263838.8205318347,367651.0892396133,Medium
A innovative direct-to-consumer sustainable clothing marketplace matching local designers. utilizing modern tech.,E-commerce,4,4,428.0,4289.0,6,8,0,273375.0,54.989008683050315,1,217270.22981422013,299387.89091500244,465889.29401103884,High
A cloud-based fitness tracker and personalized nutrition planner using biological metrics. utilizing modern tech.,HealthTech,1,0,338.0,51464.0,18,8,2,460740.0,62.88561401776046,1,520567.38343516877,661277.6963957663,952437.3462157601,High
A scalable community coworking space with integrated child daycare and support. utilizing modern tech.,Other,8,1,43.0,31821.0,11,14,0,187803.0,72.01937341597412,1,210155.61793823587,326024.7960550617,563107.4085771543,High
A cloud-based telemedicine app connecting remote patients with general physicians and specialists. utilizing modern tech.,HealthTech,1,0,6.0,37700.0,8,10,2,229436.0,72.29969993561886,1,313067.59650927194,414820.9114201442,624033.8301270843,High
A innovative virtual reality simulations for science lab experiments in universities. utilizing modern tech.,EdTech,0,0,228.0,14338.0,2,2,2,88790.0,23.690009192142693,0,84892.24990486167,91039.09561018295,111714.69443113937,Low
A fully-automated saas platform for hosting and managing esports tournaments online. utilizing modern tech.,Gaming,7,3,106.0,88358.0,16,13,1,134291.0,83.67937367323228,1,409603.565758393,629872.3289948482,1039146.842989995,High
A cloud-based biodegradable alternative packaging material made from seaweed fibers. utilizing modern tech.,Other,8,5,6.0,92006.0,10,14,1,165626.0,98.17648399449557,1,258487.8985026069,402368.58869805105,639737.6906179419,High
A next-generation peer-to-peer crypto invoice discounting and credit scoring application. utilizing modern tech.,FinTech,2,4,426.0,43281.0,11,2,2,344750.0,42.39007727491438,0,429444.39824969694,450916.6181621818,568546.4159643765,Medium
A innovative online education platform for children learning to code and build websites. utilizing modern tech.,EdTech,0,3,143.0,128343.0,6,14,0,231227.0,94.00737300821925,1,359918.2298167896,573119.801870446,1018894.6154688147,High
A cloud-based blockchain-based secure payment gateway for high-volume cross-border transactions. utilizing modern tech.,FinTech,2,0,364.0,10971.0,9,1,1,436268.0,51.1696986906766,1,328603.6894381901,369083.97300662624,405992.3703072889,Medium
A cloud-based clean energy home battery systems storing excess solar power grid energy. utilizing modern tech.,Other,8,0,161.0,140960.0,17,14,2,45096.0,96.39863991683004,1,390323.0957145161,564404.7078410825,999511.1797995152,High
A cloud-based mobile strategy game combining base building and real-time defense. utilizing modern tech.,Gaming,7,3,383.0,92910.0,5,3,0,256018.0,64.29666385628296,1,276586.34632500797,349998.55339337006,466001.1824942737,Medium
A scalable mobile strategy game combining base building and real-time defense. utilizing modern tech.,Gaming,7,1,343.0,147806.0,17,1,2,324834.0,37.23912790482312,0,465022.7220406722,488273.8581427058,537101.2439569765,Low
A scalable autonomous drone navigation software for warehouse inventory management. utilizing modern tech.,AI,3,1,339.0,43303.0,8,14,2,404203.0,62.272964815608375,1,376141.8497780148,563528.0147382208,965418.418975525,High
A scalable mobile marketplace for buying and selling verified pre-owned luxury goods. utilizing modern tech.,E-commerce,4,3,254.0,116736.0,17,14,0,80807.0,98.98960664931849,1,456270.97813827073,739019.2310131217,1319821.0261745197,High
A next-generation automated dropshipping software tool for shopify store operators. utilizing modern tech.,E-commerce,4,5,188.0,145892.0,15,2,2,373631.0,40.77486349921881,0,487268.33506141073,521942.78746605624,646263.3487334138,Medium
A scalable blockchain-based secure payment gateway for high-volume cross-border transactions. utilizing modern tech.,FinTech,2,5,30.0,17930.0,6,4,1,58845.0,34.24423571233595,0,163441.28243210536,201520.13915582976,251641.44907979047,Low
A cloud-based mobile app containing courses and lectures on language learning with active ai tutoring. utilizing modern tech.,EdTech,0,2,352.0,86354.0,8,1,1,108219.0,67.50165290643244,1,231362.57433634362,268435.82769151934,333060.8381991515,Low
A next-generation peer-to-peer campervan and rv rental marketplace for road trips. utilizing modern tech.,Travel,6,5,325.0,11675.0,1,7,0,228831.0,50.244927784248894,1,123397.99433666826,168518.87344414752,250322.27480180757,High
A innovative digital health records management system for hospitals and local clinics. utilizing modern tech.,HealthTech,1,5,44.0,109934.0,17,8,1,107847.0,93.64060563664479,1,584829.8069170727,763778.1393852723,1082477.359893986,High
A user-friendly decentralized micro-lending platform for small business owners in developing nations. utilizing modern tech.,FinTech,2,0,291.0,49673.0,16,7,2,218981.0,59.15419516787235,1,482173.0634470865,602953.7455490944,819050.3549917267,Medium
A user-friendly vr multiplayer physics sandbox game set in outer space. utilizing modern tech.,Gaming,7,1,339.0,49407.0,9,1,2,356516.0,14.813048706397339,0,322094.05419499584,338198.75690474565,373789.89473207464,Low
A scalable online education platform for children learning to code and build websites. utilizing modern tech.,EdTech,0,4,339.0,84819.0,4,9,1,427113.0,63.9995906124369,1,360396.8074066311,487290.3033953997,730846.0423418207,High
A user-friendly subscription box service for organic spices and ingredients from around the world. utilizing modern tech.,E-commerce,4,0,208.0,142966.0,19,7,0,378631.0,76.20032018508195,1,673191.1519078348,920887.8123050358,1346373.8506241788,High
A scalable generative ai tool for automated copywriting and content creation for social media. utilizing modern tech.,AI,3,1,403.0,13497.0,5,2,0,90268.0,53.74740193023263,1,171865.49198447046,206079.5950680692,265810.2908750579,Low
A user-friendly community coworking space with integrated child daycare and support. utilizing modern tech.,Other,8,5,224.0,6198.0,1,15,1,391243.0,53.22814115822406,1,120818.92992475763,194626.22780596075,345976.978704286,High
A innovative virtual reality simulations for science lab experiments in universities. utilizing modern tech.,EdTech,0,3,219.0,63322.0,18,15,1,403953.0,58.29580999082941,1,420654.2983292554,646693.4879283273,1162891.8552054577,High
A fully-automated smart water purification system for residential properties. utilizing modern tech.,Other,8,2,119.0,80167.0,7,15,2,446652.0,65.84219400442241,1,291375.5211661793,433275.4816847462,745706.7147925519,High
A user-friendly vertical farming startup growing pesticide-free leafy greens in urban centers. utilizing modern tech.,Agriculture,5,4,190.0,101419.0,5,10,2,132746.0,66.96355047574792,1,223387.8804423874,329921.62525416247,515977.7271497882,Medium
A fully-automated multiplayer cloud gaming network streaming games directly to smart tvs. utilizing modern tech.,Gaming,7,0,333.0,100369.0,14,5,2,255659.0,51.43269085065306,1,389351.5978468381,479435.4122591303,634123.1000615725,Medium
A fully-automated multiplayer cloud gaming network streaming games directly to smart tvs. utilizing modern tech.,Gaming,7,1,361.0,71145.0,9,12,0,137183.0,92.96946065431885,1,250782.03030323208,419555.8433525821,706751.3545487587,High
A user-friendly direct-to-consumer sustainable clothing marketplace matching local designers. utilizing modern tech.,E-commerce,4,1,325.0,61537.0,2,14,1,262940.0,67.48531930620248,1,227962.042788083,352188.39752544614,603858.9326752763,High
A fully-automated direct-to-consumer sustainable clothing marketplace matching local designers. utilizing modern tech.,E-commerce,4,4,22.0,55892.0,5,13,2,62498.0,65.25517383430417,1,192719.00753325823,272755.3765201983,471731.6931446768,Medium
A scalable marketplace connecting smallholder farmers directly to wholesale crop buyers. utilizing modern tech.,Agriculture,5,1,474.0,88757.0,2,0,1,281889.0,29.443214644188068,0,195969.91940873844,210593.67881755295,244198.6347045529,Low
A fully-automated indie retro adventure game featuring physics-based puzzles and open worlds. utilizing modern tech.,Gaming,7,4,122.0,126247.0,6,4,2,436201.0,44.47308360995148,0,415130.7935972523,494073.7554856257,620342.3494539959,Medium
A innovative online education platform for children learning to code and build websites. utilizing modern tech.,EdTech,0,3,294.0,64835.0,3,5,1,114071.0,52.89709403503643,1,164059.65281423577,207729.88844239237,289451.3165973976,Medium
A innovative deep learning neural network for predicting supply chain disruptions in shipping. utilizing modern tech.,AI,3,1,490.0,74219.0,17,2,1,195783.0,62.70063858780869,1,578081.8149641915,696521.5246488516,901110.3990932672,Medium
A next-generation peer-to-peer campervan and rv rental marketplace for road trips. utilizing modern tech.,Travel,6,3,274.0,47539.0,6,13,0,224089.0,79.34412666975172,1,195312.27813994896,308010.4801414184,522811.55218931957,High
A fully-automated ai-powered medical imaging diagnostics tool for early cancer detection. utilizing modern tech.,HealthTech,1,3,430.0,146529.0,8,10,0,464419.0,80.7124135196574,1,629649.0764772729,919391.273029042,1521336.4730602566,High
A innovative online education platform for children learning to code and build websites. utilizing modern tech.,EdTech,0,5,125.0,36916.0,6,0,1,92570.0,53.15591972416842,1,157936.31501769286,180157.9055648662,208277.1885706841,Low
A next-generation biodegradable alternative packaging material made from seaweed fibers. utilizing modern tech.,Other,8,2,194.0,68020.0,8,1,2,20351.0,44.61498955459111,0,126357.12256271635,132674.97869085218,148841.85818306706,Low
A fully-automated marketplace connecting smallholder farmers directly to wholesale crop buyers. utilizing modern tech.,Agriculture,5,3,308.0,105171.0,11,12,2,17348.0,85.85830620810201,1,219998.09065217228,318006.39198328555,508497.269682843,Medium
A fully-automated deep learning neural network for predicting supply chain disruptions in shipping. utilizing modern tech.,AI,3,5,185.0,106587.0,4,8,0,426182.0,75.05658172896834,1,504666.07939408754,682209.2058523308,1070921.779520789,High
A innovative blockchain-based secure payment gateway for high-volume cross-border transactions. utilizing modern tech.,FinTech,2,4,70.0,92078.0,6,5,0,70695.0,68.9364816996574,1,301386.0228230189,410149.24500221806,572480.6574085118,Medium
A scalable computer vision safety monitoring for industrial construction sites. utilizing modern tech.,AI,3,0,168.0,110555.0,15,6,2,499455.0,47.57160694246937,0,764871.5558570968,980113.6018897332,1312727.1136828237,High
A cloud-based autonomous drone navigation software for warehouse inventory management. utilizing modern tech.,AI,3,5,200.0,2062.0,20,3,1,226690.0,45.761741570818856,0,587486.0026022864,658521.2737004015,801657.7317030649,Medium
A scalable mobile marketplace for buying and selling verified pre-owned luxury goods. utilizing modern tech.,E-commerce,4,1,19.0,98010.0,17,5,0,29304.0,73.51602262594425,1,403573.9108419142,519919.1725173655,758858.7435300461,Medium
A innovative automated dropshipping software tool for shopify store operators. utilizing modern tech.,E-commerce,4,2,350.0,105384.0,20,4,0,55744.0,98.08303135320408,1,509189.45543156506,666606.7371661925,860894.6200416907,Medium
A next-generation local services app matching certified electricians and handymen. utilizing modern tech.,Other,8,3,146.0,78659.0,10,15,1,271176.0,69.94253338937989,1,242930.2679366344,375499.4330868095,652491.3073538789,High
A fully-automated vertical farming startup growing pesticide-free leafy greens in urban centers. utilizing modern tech.,Agriculture,5,2,458.0,133556.0,18,14,1,239476.0,91.9473624765807,1,449148.9447789992,699017.8618221987,1157463.6467333592,High
A innovative ai itinerary planner generating custom travel guides based on user interests. utilizing modern tech.,Travel,6,4,401.0,70072.0,20,13,1,201409.0,78.09941764801268,1,392860.09895857936,592794.0904127782,1010101.4842492593,High
A user-friendly custom print-on-demand platform for independent artists and creators. utilizing modern tech.,E-commerce,4,0,151.0,1601.0,15,13,1,185737.0,56.14149541049272,1,282649.0460643064,436566.82218572847,744092.3062452751,High
A cloud-based saas platform for hosting and managing esports tournaments online. utilizing modern tech.,Gaming,7,4,213.0,52167.0,3,12,2,309154.0,53.66555863843901,1,212230.42292213504,301986.61687714065,475551.67704970425,High
A scalable autonomous drone navigation software for warehouse inventory management. utilizing modern tech.,AI,3,0,432.0,110310.0,8,2,0,275376.0,72.31503353023133,1,427676.01178641996,487611.2218353543,620104.8420831043,Medium
A cloud-based peer-to-peer crypto invoice discounting and credit scoring application. utilizing modern tech.,FinTech,2,1,352.0,73632.0,3,13,0,376352.0,66.51237122726015,1,346128.3702966746,548037.4835590416,959134.4459812186,High
A fully-automated automated dropshipping software tool for shopify store operators. utilizing modern tech.,E-commerce,4,2,438.0,78455.0,18,11,2,124615.0,81.26392244297075,1,439966.0097035087,558972.9217056956,898601.3163712122,High
A next-generation saas booking management platform for local boutique hotels and tour guides. utilizing modern tech.,Travel,6,5,161.0,73840.0,3,5,2,261293.0,16.668098628328067,0,180320.80699271703,209448.7628853142,273288.434006288,Low
A fully-automated ai itinerary planner generating custom travel guides based on user interests. utilizing modern tech.,Travel,6,0,23.0,71591.0,12,3,2,269758.0,55.748796653242565,1,319078.3397673769,368467.7497274881,468256.1018231162,Medium
A cloud-based fitness tracker and personalized nutrition planner using biological metrics. utilizing modern tech.,HealthTech,1,3,353.0,114555.0,16,12,1,157887.0,88.93066190262019,1,489777.78511573665,723900.4282764258,1205526.6692020448,High
A cloud-based biodegradable alternative packaging material made from seaweed fibers. utilizing modern tech.,Other,8,3,346.0,116395.0,2,0,2,299056.0,33.470310481718876,0,231222.18969535545,242783.29918012323,293319.4600279813,Low
A innovative fitness tracker and personalized nutrition planner using biological metrics. utilizing modern tech.,HealthTech,1,4,402.0,43882.0,4,0,1,354888.0,23.548301294360297,0,281749.636126107,300254.01293814956,333709.98101312923,Low
A next-generation local services app matching certified electricians and handymen. utilizing modern tech.,Other,8,2,479.0,61257.0,12,7,1,13597.0,76.6815421111983,1,193550.610793624,275528.71030019806,400392.6283583213,Medium
A cloud-based gamified flight ticket search engine tracking lowest airline prices. utilizing modern tech.,Travel,6,2,127.0,117580.0,11,5,1,282754.0,57.753354568853766,1,399175.90841227607,463490.29251717345,643607.6904356204,Medium
A innovative vertical farming startup growing pesticide-free leafy greens in urban centers. utilizing modern tech.,Agriculture,5,5,462.0,140292.0,18,3,1,161435.0,69.4254408245775,1,440969.1124603626,515819.1848452493,657600.8748956131,Medium
A scalable deep learning neural network for predicting supply chain disruptions in shipping. utilizing modern tech.,AI,3,5,213.0,110485.0,17,14,2,191685.0,67.22560439106958,1,607520.5294919392,883414.1065965334,1451404.5973632352,High
A next-generation marketplace connecting smallholder farmers directly to wholesale crop buyers. utilizing modern tech.,Agriculture,5,2,77.0,5986.0,15,13,1,193648.0,83.69112241304504,1,205065.9142744129,315527.55923449073,535269.2555648666,High
A cloud-based telemedicine app connecting remote patients with general physicians and specialists. utilizing modern tech.,HealthTech,1,0,455.0,89255.0,8,4,2,270544.0,44.08597326390051,0,366765.74606707075,418510.8153538086,538820.8062029923,Medium
A fully-automated local services app matching certified electricians and handymen. utilizing modern tech.,Other,8,2,106.0,20799.0,10,8,2,338928.0,51.459655865385905,1,217700.6608243835,263963.7968428466,379951.6852320258,High
A user-friendly clean energy home battery systems storing excess solar power grid energy. utilizing modern tech.,Other,8,0,209.0,52730.0,4,1,0,103909.0,53.32408044531043,1,141066.9413930868,166510.76223597533,214720.9194927942,Low
A innovative community coworking space with integrated child daycare and support. utilizing modern tech.,Other,8,0,369.0,46078.0,10,14,2,235909.0,58.26830418135794,1,202591.98792079388,283489.434424098,469924.0643909298,High
